id,text,Article Title,label,Comments
351,"US Vice President Kamala Harris said Sunday that “what we know to be the case is that ISIS-K is actually, by all accounts responsible for what happened.”","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
353,"It is a branch of ISIS, the terror group that emerged in Syria and Iraq and, at its peak, controlled a huge stretch of territory.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
354,"Five years since the fall of ISIS’ self-proclaimed caliphate across Iraq and Syria, the group has morphed into a terror network with cells spread around the world, including in Africa, the Middle East, Central Asia and Southeast Asia.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
355,The connection between ISIS-K and its apparent parent group is not entirely clear.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
356,"The affiliates share an ideology and tactics, but the depth of their relationship – such as the chain of command and control – has never been fully established.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
357,"By 2018, ISIS-K was ranked the world’s fourth-deadliest terror group, according to the Institute for Economics and Peace, which monitors global terrorism.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
358,"The Taliban’s takeover of Afghanistan in August 2021, and the withdrawal of US troops from the country, thrust ISIS-K into the global spotlight – especially after the group orchestrated a deadly bombing outside Kabul airport that killed 13 US military personnel and 170 Afghans.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
359,It was ISIS-K’s most globally consequential action to date and drew a promise of retribution from US President Joe Biden.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
360,"The United Nations estimated in 2021 that the group has up to 2,200 core fighters based in Afghanistan’s Kunar and Nangarhar provinces.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
361,Video Ad Feedback What we know about ISIS group claiming responsibility for Moscow terror attack 04:16 - Source: CNN,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",N,
362,What do they want?,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",N,
363,"Like its parent organization, ISIS-K aims to create a “pure Islamic state,” according to CSIS – describing the group’s vision of a “global, transnational caliphate” governed by Sharia law.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
364,ISIS-K has a mutual hatred of the Taliban and attracts those with views even more radical than the Islamist group that rules Afghanistan.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
365,"It refuses to acknowledge the Taliban as a legitimate Islamic leader because it relies on a narrow base “instead of committing to a universal Islamic jihad,” according to CSIS.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
366,"As such, ISIS-K’s recent attacks have largely been aimed at the Taliban and other symbolic targets, as well as at Afghanistan’s Shia Muslim minorities, in particular the ethnic Hazaras.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
367,"The group’s hatred of the West, including the United States, Britain and Europe, also features prominently in their agenda – as does its enmity toward Russia.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
368,Why did they attack Russia?,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",N,
369,"ISIS has a longstanding animosity against Russia and Putin, several experts told CNN.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
370,"“Russia has been at the top or near the top of the list of ISIS for many years,” said Daniel Byman, director of Georgetown University’s security studies program.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
371,"He pointed to Moscow’s crucial role in the Syrian civil war, when it intervened in support of the Syrian government and against ISIS.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
372,"ISIS-K has also criticized the Taliban for being “too close to Russia,” Byman added.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
373,"There are other historical grievances, too.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
374,"ISIS propaganda has long targeted Russia for its brutal tactics in the various Chechen wars, and its scorched-earth policies in the Caucasus affecting Eastern European and Eurasian Muslims, according to John Miller, CNN’s chief law enforcement and intelligence analyst.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
375,"In 2022, ISIS-K claimed responsibility for a suicide blast near Russia’s embassy in Kabul, which killed six people, including two consular staff.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
376,"Over the past month, Russia has thwarted several ISIS-related incidents, according to state-run news agency RIA Novosti.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
377,"At least four incidents in March alone have been reported across Russia that local authorities said involved people connected to ISIS, RIA reported.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
378,"Russian state media reported on March 7 that the FSB, Russia’s security service, prevented an ISIS attack on a synagogue in Moscow, according to Reuters.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
379,"The ISIS attackers were killed in a gunfight, the reports said.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
382,ISIS-K was also believed to be behind a horrific car bombing outside a girls’ high school in May 2021 that killed at least 85 people.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
383,"The group was particularly active during its peak around 2018 – when an ISIS-K suicide bomber killed 128 people at an election rally in Mastung, Pakistan, one of the bloodiest attacks anywhere in the world that year.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
384,"While it’s no longer as strong as it was in 2018, ISIS-K continues to plan attacks in Afghanistan.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
385,"It is the most active terror group in the country, responsible for 73 deaths in 2023, according to the Institute for Economics and Peace.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
387,"Wakil Kohsar/AFP/Getty Images

Could they pose a broader global threat?","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",N,
388,The Kabul airport attack had raised global concerns that ISIS-K could pose a major threat across the region and beyond.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
389,"In March 2023, the head of the US Central Command told lawmakers that ISIS-K was becoming more emboldened, and that Europe or Asia were more likely targets for terrorist attacks originating in Afghanistan than the US.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
390,"In a 2023 threat assessment report by US intelligence agencies, the Office of the Director of National Intelligence said ISIS-K “almost certainly retains the intent to conduct operations in the West and will continue efforts to attack outside Afghanistan.”","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
391,"And earlier this year, the UN Security Council warned in a report that ISIS-K was planning or conducting “operational plots” in Europe.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
392,"Seven people linked to the group were arrested in Germany last year while planning for “high-impact terrorist attacks,” including obtaining weapons and possible targets, the council said.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
393,It is not the first time that ISIS has struck a concert venue.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
394,"In November 2015, ISIS gunmen attacked the Bataclan theater in Paris – part of an assault that hit other targets in the city – killing at least 130 people.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
395,"In May 2017, the group claimed responsibility for a suicide bombing at an Ariana Grande concert in Manchester Arena, England, that killed 22 people.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
396,"ISIS has also inspired terrorists in the US, including the gunman who killed 49 people at the Pulse nightclub in Orlando, Florida, in 2016 in what was then the most lethal terrorist attack in the US since 9/11.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
397,"Earlier this month, the US government had information about a planned terrorist attack in Moscow – potentially targeting large gatherings, to include concerts – which prompted the State Department to issue a public advisory to Americans in Russia.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
398,The US also shared this information with Russian authorities.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
399,"The intelligence that Washington had been getting since November was “fairly specific” and the US intelligence community warned Russia, but it’s not clear if this is directly tied to the March 7 warning by the US embassy in Moscow.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
400,"Russian President Vladimir Putin rejected the US embassy warnings about terror attacks as “provocative” in a speech to the FSB, saying they “resemble outright blackmail and the intention to intimidate and destabilize our society.”","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
401,"Instead, Putin suggested Ukraine was behind the Crocus City attack – which Kyiv has vehemently denied.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
402,"New York CNN —

Boeing CEO Dave Calhoun said Monday he intends to leave the beleaguered company by the end of the year in a major shakeup of the company’s leadership.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
403,Boeing’s chairman and the head of the commercial airplane unit are also leaving.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
404,"Boeing’s chairman, Larry Kellner, will not stand for re-election as a board director.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
405,The board has elected former Qualcomm CEO Steve Mollenkopf to succeed him.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
407,"Stephanie Pope, Boeing’s chief operating officer since January, is taking his place effective immediately.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
408,"Boeing has been buffeted by more than five years of problems with its airplanes, including two fatal crashes of the 737 Max in 2018 and 2019 that killed 346 people, and most recently a door plug that blew out of the side of an Alaska Airlines 737 Max in January, leaving a gaping hole in the side of the plane.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
409,The problems have led to multiple groundings for safety issues and more than $31 billion in cumulative losses.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
410,"In a letter to Boeing employees Monday, Calhoun called the Alaska Airlines incident “a watershed moment for Boeing.”",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
413,"The decision to leave was “100%” his choice, Calhoun said in an interview on CNBC Monday morning.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
414,But Calhoun has become the focus of many who are critical of the way Boeing has been run in recent decades and the string of safety and quality issues.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
416,His departure also comes in the face of widespread criticism of the company by CEOs of many of the world’s major airlines Boeing depends upon to buy its planes.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
417,"CEOs of numerous airlines had asked to speak directly to the Boeing board last week, which Calhoun tried to characterize Monday as a normal process, even if it’s rare for customers to speak directly to directors.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
419,Let’s not avoid what happened with Alaska Air.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,N,
420,Let’s not avoid the call for action.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,N,
421,Let’s not avoid the changes that we need to make in our factories.”,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,N,
422,"“We will get through that,” he said.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
424,"Airlines’ problems with Boeing

The airlines are upset both by the quality of the planes they are getting from Boeing, and the fact that Boeing won’t be able to deliver the planes they were counting on this year, as passenger demand continues to surge to record levels.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
425,"Michael O’Leary, CEO of Ryanair, Europe’s largest airline and one that flies only Boeing 737 planes, told CNN last week that whenever it takes deliveries of Boeing jets “we spend 48 hours going through the plane checking it for errors, omissions or anything else.”",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
426,"And O’Leary said while it hasn’t found anything major in those checks, it regularly finds minor problems such as tools under floorboards and missing seat handles, that “shows, I think, a lack of attention to detail quality issues in Boeing.”

Monday Ryanair issued a statement saying, “We welcome these much-needed management changes in Seattle.”

United Airlines, which flies Boeing jets for more than 80% of its mainline fleet, has expressed disappointment in quality issues at Boeing and a delay in its scheduled deliveries.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
427,"The airline is a primary customer for a stretched version of the Boeing 737 Max, known as the Max 10, but Boeing’s inability to get the plane certified to carry passengers is also causing headaches.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
428,"Scott Kirby, CEO of United, described the Alaska Air incident as the “straw that broke the camel’s back” for its plans to get the Max 10 this year, as planned, and it is now looking at possibly buying jets from Boeing rival Airbus to take the place of the Max 10s it has ordered.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
430,Any Boeing customer shifting to Airbus could find itself waiting until 2030 or beyond to get its planes delivered.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
432,And the airline needs to keep a supply of expensive spare parts on hand for every type of aircraft it operates.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
434,"And Alaska is a smaller national airline, only America’s fifth largest.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
435,Larger airlines face even greater costs from splitting fleets between manufacturers.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
436,"Facing numerous safety probes

The Boeing 737 Max 9 was grounded for three weeks after the Alaska Air incident as airlines completed inspections of their own planes’ door plugs.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
437,"Minicucci disclosed that many of his planes were discovered to have loose bolts, although he did not mention missing bolts.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
438,An audit of Boeing procedures by the Federal Aviation Administration in the wake of the Alaska Air incident found numerous “non-compliance issues.”,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
439,The agency gave the company 90 days to come up with a plan to fix its safety and quality issues.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
441,A preliminary investigation of the Alaska Air incident found that the plane left the Boeing factory in October without the four bolts needed to keep the door plug in place.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
443,"Calhoun told investors in January after the incident that “we caused the problem, and we understand that.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
444,"Whatever conclusions are reached, Boeing is accountable for what happened.”",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
445,"And Boeing is also facing an investigation by the Justice Department, which could open it up to criminal liability, and upend a controversial deferred prosecution agreement the company reached in January 2021 to settle charges it defrauded the FAA during the original certification process for the 737 Max last decade.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
447,"The company has also had problems not related to the Max during Calhoun’s time in charge at Boeing, including a couple of halts in deliveries of the 787 Dreamliners, one of its main widebody jets, due to quality issues with that plane.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
449,"He was tapped as CEO after Muilenburg was ousted in December of that year, starting in the job in January 2020.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
450,"Boeing was once known as a company that put engineering excellence ahead of financial performance, and produced planes that were the gold standard in the industry.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
451,"Critics of the company say that focus has changed in the last 25 years, citing the 1997 merger with competitor McDonell Douglas for the shift in focus on saving money.",Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
455,It’s not just the production of the airplane.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,N,
456,It’s the development of the next airplane.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,N,
457,It will be a $50 billion investment.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
459,CNN’s Allison Morrow contributed to this report.,Boeing CEO Dave Calhoun to step down in wake of ongoing safety problems,Y,
461,"CNN —

Brazilian soccer star Dani Alves has left prison after submitting a €1 million bond (approximately $1.08 million) to a Barcelona court required for his provisional release after being convicted of sexual assault, the Supreme Court of Justice of Catalonia said in a statement on Monday.",Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
464,"On February 22, the Barcelona provincial court sentenced Alves to four-and-a-half years in prison for sexually assaulting a woman in one of the city’s nightclubs in late December 2022.",Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
465,"Alves’ lawyer announced an appeal of the conviction and the sentence, while both the Barcelona Prosecutor’s Office and the plaintiff also announced their decision to appeal Alves’ provisional release.",Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
466,"After leaving prison, the 40-year-old will have his Brazilian and Spanish passports confiscated.",Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
467,He is also prohibited from leaving Spanish territory and must make weekly appearances at the provincial court.,Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
468,"As part of his release, Alves has a restraining order requiring him to stay at least one kilometer (roughly 0.6 miles) away from the plaintiff’s home, place of work or any location she tends to frequent.",Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
469,He is also barred from communicating with her via any means.,Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
470,"Alves is one of the most decorated soccer players of his generation, winning domestic titles in Spain, Italy and France.",Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
471,"He won three Champions League titles with Barcelona in 2009, 2011 and 2015 and the Copa América with Brazil in 2007 and 2019.",Dani Alves: Soccer star leaves prison after paying $1 million bond for provisional release after sexual assault conviction,Y,
472,"New Delhi CNN —

A court in India’s most populous state has effectively banned Islamic schools by striking down a law governing madrasas, weeks before a nationwide election that could further polarize the world’s largest democracy along religious lines.",Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
473,"The Allahabad High Court in Uttar Pradesh on Friday declared the Madrasa Act of 2004 to be unconstitutional, according to a court order seen by CNN, while ordering the state government to move students enrolled in the Islamic system into mainstream schools.",Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
479,The ruling can be appealed in the country’s Supreme Court.,Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
480,"Uttar Pradesh is home to some 200 million people, about 20% of whom are Muslim, according to the country’s most recent census data from 2011.",Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
481,It is governed by Prime Minister Narendra Modi’s Hindu nationalist Bharatiya Janata Party (BJP) and has over the past decade made headlines for passing some of the country’s most controversial laws that critics say discriminate against Muslims and marginalize them in the secular republic.,Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
486,"At the start of the year, for example, Modi presided over a landmark inauguration ceremony of a controversial Hindu temple built on the ruins of a centuries-old mosque that was destroyed by right-wing groups in 1992.",Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
488,Many Muslims and critics of the BJP have raised concerns that India’s secular fabric is also being eroded as anti-Muslim hate speech make frequent headlines and Muslim-owned properties face demolitions.,Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
489,The BJP denies it discriminates against Muslims and says it treats all citizens equally.,Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
490,"In December 2020, the northeastern state of Assam passed a law to convert all Islamic schools to regular education institutions.",Uttar Pradesh: Court ruling effectively outlaws Islamic schools in India’s most populous state,Y,
494,"CNN —

At least 27 people have been killed in southeast Brazil as rainfall continues to ravage parts of the country, according to CNN affiliate CNN Brasil citing state authorities.",Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
496,"At least six people are still missing, and more than 7,000 people were forced to flee their homes in Espirito Santo, according to CNN Brasil.",Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
497,"Warnings for heavy rainfall are in place through Tuesday morning with lingering threats of scattered showers and storms over the region, according to the latest forecast predictions, where rainfall can potentially reach up to 50 millimeters (2 inches) per day through Tuesday.",Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
498,"There are higher rainfall chances and new flood potential in central Brazil through midweek, with daily rainfall potentially reaching 100 mm (4 inches) in 24 hours.",Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
499,"Construction worker Nicelio Goncalves, 52, shows the interior of his flooded house outside in Rio de Janeiro state on Sunday, March 24.",Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
500,"Pilar Olivares/Reuters

Brazilian President Luiz Inacio Lula da Silva shared his condolences to those affected in a post on X on Saturday, saying “the federal government sympathizes with the affected families and lives lost and is in constant contact with state and municipal governments to protect, prevent and repair flood damage.”

Rescue operations are underway in both states, and residents are being urged to exercise caution, Rio de Janeiro Governor Claudio Castro and Espirito Santo Governor Renato Casagrande posted on X late last week.",Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
501,Flooding and landslides remain one of the main concerns as rainfall has yet to cease through the week.,Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
502,"The climate crisis is helping to fuel more intense and more frequent rainfall events, and in Brazil this combines with rapid urbanization and often unsafe construction to deadly effect.",Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
503,"More than 30 were killed after heavy rains last year in Rio Grande do Sul, while another 20 died in flooding in 2022 in Sao Paulo.",Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
504,CNN Meteorologist Allison Chinchar contributed to this report,Brazil flooding: At least 27 killed as relentless rain causes floods and landslides,Y,
508,"The hackers have been using a Chinese technology company as a front to cover their hacking activity, one of the sources said.",Biden administration to accuse Chinese hackers of targeting US companies in espionage campaign,Y,
509,"The British government is also preparing to accuse the hacking group of targeting UK organizations, the sources said.",Biden administration to accuse Chinese hackers of targeting US companies in espionage campaign,Y,
510,"CNN has requested comment from the Chinese Embassy in Washington, DC.",Biden administration to accuse Chinese hackers of targeting US companies in espionage campaign,Y,
511,The Justice Department declined to comment for this story.,Biden administration to accuse Chinese hackers of targeting US companies in espionage campaign,Y,
