id,text,Article Title,label,Comments
1786,But I don’t think that experience has fundamentally changed.,"Opinion: The next time I want to see Timothée Chalamet, I’ll do it from the comfort of my couch",,
1787,"Even if you’re going to see a new release in a state-of-the art IMAX or Dolby theater, you’re still going to be expected to absorb as much ad content (and yes, that includes trailers!)","Opinion: The next time I want to see Timothée Chalamet, I’ll do it from the comfort of my couch",,
1788,as they feel they can get away with.,"Opinion: The next time I want to see Timothée Chalamet, I’ll do it from the comfort of my couch",,
1789,"Still, I’m sure it’ll make you happy to hear AMC saw a 23% increase in revenue in 2023, growing to $4.81 billion from $3.91 billion the year before.","Opinion: The next time I want to see Timothée Chalamet, I’ll do it from the comfort of my couch",,
1790,"“AMC reported strong results for both the fourth quarter and full year of 2023, once again exceeding Wall Street’s consensus expectations,” said AMC CEO Adam Aron, whose salary is just shy of $24 million.","Opinion: The next time I want to see Timothée Chalamet, I’ll do it from the comfort of my couch",,
1791,(Something tells me that guy’s never been forced to sit through Noovie.),"Opinion: The next time I want to see Timothée Chalamet, I’ll do it from the comfort of my couch",,
1792,"I’ll be curious to see what the tipping point is for big cinema chains — will they push their audiences into a boycott, or call off the advertising onslaught?","Opinion: The next time I want to see Timothée Chalamet, I’ll do it from the comfort of my couch",,
1793,"If AMC and their competitors know what side their popcorn is buttered on, the next time a Timothée movie is out, they won’t make us wait an hour to see him.","Opinion: The next time I want to see Timothée Chalamet, I’ll do it from the comfort of my couch",,
1794,Editor’s Note: Adam Plowright is the author of “The French Exception: Emmanuel Macron – The Extraordinary Rise and Risk.”,Opinion: Why Macron wants you to see his bulging biceps,,
1795,The views expressed in this commentary are his own.,Opinion: Why Macron wants you to see his bulging biceps,,
1796,The views expressed in this commentary are his own.,Opinion: Why Macron wants you to see his bulging biceps,,
1797,Read more CNN Opinion.,Opinion: Why Macron wants you to see his bulging biceps,,
1798,"Paris CNN —

Were they real?",Opinion: Why Macron wants you to see his bulging biceps,,
1799,Most people’s first reaction when viewing French President Emmanuel Macron’s moody black-and-white boxing photos this week was to question their authenticity.,Opinion: Why Macron wants you to see his bulging biceps,,
1800,"Had the bulging presidential bicep, veins popping, been swollen artificially?

Adam Plowright",Opinion: Why Macron wants you to see his bulging biceps,,
1801,"Courtesy Adam Plowright

On social media, some wondered if they were AI-generated or the result of creative photoshopping.",Opinion: Why Macron wants you to see his bulging biceps,,
1802,But the images were from the president’s personal photographer.,Opinion: Why Macron wants you to see his bulging biceps,,
1803,"Asked about the cynics questioning her work, she dismissed them.",Opinion: Why Macron wants you to see his bulging biceps,,
1804,The social media meme factory cranked into action.,Opinion: Why Macron wants you to see his bulging biceps,,
1805,"Macron was mocked up as Popeye, the spinach-eating sailor superhero.",Opinion: Why Macron wants you to see his bulging biceps,,
1806,He was compared to “Raging Bull” Jake LaMotta.,Opinion: Why Macron wants you to see his bulging biceps,,
1807,Less flattering photos of his arms were located and placed side-by-side.,Opinion: Why Macron wants you to see his bulging biceps,,
1808,"“Your profile picture vs real life,” wrote one.",Opinion: Why Macron wants you to see his bulging biceps,,
1809,Why has he done this?,Opinion: Why Macron wants you to see his bulging biceps,,
1810,And why now?,Opinion: Why Macron wants you to see his bulging biceps,,
1811,The first part of the answer is that the 46-year-old has always been adept at making himself the center of the conversation.,Opinion: Why Macron wants you to see his bulging biceps,,
1812,"Since his first steps into politics in 2014, the self-styled “disruptor” knew how to harness the power of provocation.",Opinion: Why Macron wants you to see his bulging biceps,,
1813,Politicians fear nothing more than irrelevance.,Opinion: Why Macron wants you to see his bulging biceps,,
1814,He’s always been sporty too.,Opinion: Why Macron wants you to see his bulging biceps,,
1815,"His soccer days are long gone and he finds little time for his beloved tennis, but he has boxed in the gym at the presidential palace since winning power in 2017, sometimes taking aides or bodyguards as sparring partners.",Opinion: Why Macron wants you to see his bulging biceps,,
1816,Getting the French moving is one of his current “national causes” ahead of the Paris Olympics this year.,Opinion: Why Macron wants you to see his bulging biceps,,
1817,"In January, he posted a video online, boxing gloves slung over his shoulder, urging French people to do 30 minutes of exercise a day.",Opinion: Why Macron wants you to see his bulging biceps,,
1818,"One of the moody photos of French President Emmanuel Macron boxing, released this week.",Opinion: Why Macron wants you to see his bulging biceps,,
1819,But the photos said something larger.,Opinion: Why Macron wants you to see his bulging biceps,,
1820,"This was Macron pumped up, ready for a fight, with teeth gritted.",Opinion: Why Macron wants you to see his bulging biceps,,
1821,"Everywhere he looks at present, the centrist sees battles — most of them slipping away from him.",Opinion: Why Macron wants you to see his bulging biceps,,
1822,"The “Rocky” president might be in good shape physically, but he’s politically and diplomatically pinned in a corner.",Opinion: Why Macron wants you to see his bulging biceps,,
1823,"His second term in office, won two years ago with minimal campaigning, was immediately embroiled in the country’s worst protests in decades and has drifted since.",Opinion: Why Macron wants you to see his bulging biceps,,
1824,"Despite all-offense against the anti-immigration party of far-right leader Marine Le Pen in recent months, the polls keep getting worse.

Le Pen’s party is on track to win elections for the European parliament in June again, with a possible 10 point winning margin.",Opinion: Why Macron wants you to see his bulging biceps,,
1825,No serious commentator excludes the idea of her succeeding Macron in 2027 anymore.,Opinion: Why Macron wants you to see his bulging biceps,,
1826,"By some estimates, she and her protégé, 28-year-old Jordan Bardella, are the second- and third-most popular politicians in the country.",Opinion: Why Macron wants you to see his bulging biceps,,
1827,"The French economy is also on the slide, risking a blow-out of public finances.",Opinion: Why Macron wants you to see his bulging biceps,,
1828,"Macron convened senior ministers and allies for dinner this week, urging them over a seafood buffet to find ways to cut spending.",Opinion: Why Macron wants you to see his bulging biceps,,
1829,Bigger foes loom to the east and west.,Opinion: Why Macron wants you to see his bulging biceps,,
1830,"Many observers concluded the clichéd boxing photos were a message to the black-belt judoka in the Kremlin, Russian President Vladimir Putin, a master of the staged display of male virility, whether it be bare-chested horse riding or spearfishing.",Opinion: Why Macron wants you to see his bulging biceps,,
1831,A drop in the ocean.,Opinion: Why Macron wants you to see his bulging biceps,,
1832,"French President Emmanuel Macron visits the submarine, ""Le Terrible,"" off the Brittany coast, in 2017.",Opinion: Why Macron wants you to see his bulging biceps,,
1833,"Emmanuel Macron/Twitter

Macron has plenty of previous form in this domain too, once posting a video of himself being lowered onto a nuclear submarine by helicopter.",Opinion: Why Macron wants you to see his bulging biceps,,
1834,"Having spent months trying to avert war in Ukraine by sweet-talking Putin, Macron has transformed himself into Europe’s alpha defense hawk in recent months.",Opinion: Why Macron wants you to see his bulging biceps,,
1835,Long gone are the days when he worried about “humiliating” the former KGB man and would chide Eastern European nations as “war-mongers”.,Opinion: Why Macron wants you to see his bulging biceps,,
1836,"In late February, Macron refused to rule out sending troops to Ukraine, sending a shockwave through European capitals.",Opinion: Why Macron wants you to see his bulging biceps,,
1837,"At the same time, German Chancellor Olaf Scholz, a political punching bag at home whose perceived weakness infuriates Macron, was refusing to deliver long-range missiles to Kyiv.",Opinion: Why Macron wants you to see his bulging biceps,,
1838,"The infamous lengthy handshake between then-US President Donald Trump and French President Emmanuel Macron on the sidelines of the NATO summit, in Brussels, 2017.",Opinion: Why Macron wants you to see his bulging biceps,,
1839,"Mandel Ngan/AFP/Getty Images

Like leaders across the EU, Macron is also preparing for the possible return of Donald Trump to the White House.",Opinion: Why Macron wants you to see his bulging biceps,,
1840,The French leader concluded that strength was the only language his bulky US counterpart understood during his first term in the White House.,Opinion: Why Macron wants you to see his bulging biceps,,
1841,"Handshakes between the two men were akin to wrestling matches, Macron once squeezing Trump’s knuckles so hard they turned white.",Opinion: Why Macron wants you to see his bulging biceps,,
1842,"By temperament, the former investment banker is a risk-taker.",Opinion: Why Macron wants you to see his bulging biceps,,
1843,"By instinct, he likes being on the front foot.",Opinion: Why Macron wants you to see his bulging biceps,,
1844,"He might appear to be on the ropes, with problems mounting in Paris, Kyiv and Washington, but he wants us to know that he’ll keep on swinging.",Opinion: Why Macron wants you to see his bulging biceps,,
1845,"CNN —

Donald Trump’s first criminal trial was supposed to begin Monday.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1846,"Instead, his lawyers will get the chance to argue for a lengthy postponement and even a dismissal of the charges.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1847,Judge Juan Merchan is holding a pre-trial hearing in New York on Monday to discuss the discovery issues that led to the delay of the trial on charges brought by the Manhattan district attorney related to hush money payments until at least the middle of next month.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1848,Trump is charged with 34 counts of falsifying business documents related to the repayment of Michael Cohen for hush-money payments made before the 2016 election to cover up an alleged affair with adult film star Stormy Daniels.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1849,Trump has pleaded not guilty and denied the affair.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1850,"If the trial starts in April, it would be the first of Trump’s four criminal trials to begin – and potentially the only one that would occur before the November election.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1851,"Here’s what to know:

What happened?",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1852,"The trial was postponed and Monday’s hearing was ordered after more than 100,000 new documents were turned over by the US Attorney for the Southern District of New York, related to the 2018 prosecution of Trump’s former lawyer Cohen, who is a key witness in the case.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1853,Trump’s lawyers say the new information is potentially exculpatory for the former president and they need at least 90 days to properly review the new material – a delay that fits with the former president’s overall efforts to delay all four criminal trials he’s facing until after the November election.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1854,"Merchan said the trial postponement would be 30 days from the date of his letter, March 15, meaning the earliest the trial could start is April 15.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1855,"The judge made clear that the hearing would only focus on the document production from the Southern District of New York, and not other issues such as the complaint from Trump’s lawyers that a new documentary about Daniels was intended to be released close to the start of trial to prejudice the jury pool.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1856,What are the documents?,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1857,The documents in question relate to the 2018 federal investigation into Cohen that led to charges on campaign finance violations and tax evasion.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1858,"The bulk of the documents include records relied upon to obtain search warrants for Cohen’s devices and homes, including bank records.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1859,"The US attorney’s office also turned over 30,000 pages related to documents seized from five iPhones and email accounts associated with Cohen.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1860,"In addition, prosecutors said the US attorney’s office turned over FBI interview notes from special counsel Robert Mueller’s interviews with Cohen, which the office only received in December as a result of Freedom of Information Act litigation.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1861,"In all, more than 200,000 pages of records this month were handed over.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1862,Why were the documents turned over so late?,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1863,Trump’s attorneys and prosecutors are pointing fingers at one another over the reason the US attorney’s office did not turn over tens of thousands of documents until this month.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1864,"Trump’s team alleged that the district attorney was trying to hide exculpatory evidence ahead of the trial, and that the US attorney’s office only turned it over following a January subpoena from Trump’s attorneys.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1865,But the district attorney says that Trump’s attorneys are to blame for the delay.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1866,Prosecutors argue that Trump’s attorneys raised no issues with the document production made in July 2023 until six months later with the January subpoena.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1867,"“The belated nature of the recent productions is entirely a result of defendant’s own inexplicable and strategic delay in identifying perceived deficiencies in the People’s disclosures and pursuing independent means to obtain that evidence,” prosecutors wrote in a filing.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1868,What happens next?,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1869,The effort to dismiss the indictment is likely a long shot – Merchan has already rejected previous motions for dismissal.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1870,But the judge could signal on Monday whether he thinks the delay he put in place is long enough to go through the new documents – and whether he might block any testimony.,Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1871,"Merchan, has already ruled that he would allow testimony from Cohen, rejecting a motion from Trump to prevent him from testifying because of credibility problems.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1872,"And, he said Daniels could testify finding that she is part of the timeline.",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1873,"A trial is expected to last six weeks, meaning Trump would be in the courtroom four days a week while it’s ongoing (the court will not meet on Wednesdays).",Trump’s hush money trial was set to begin Monday. Here’s what’s happening instead,,
1874,"CNN —

New Jersey first lady Tammy Murphy is suspending her campaign for Bob Menendez’s Senate seat, she announced Sunday.",Tammy Murphy is suspending New Jersey Senate campaign,,
1875,"“After many busy, invigorating, and yes, challenging months, I am suspending my Senate campaign today,” she said in a video posted on X. “I have been genuine and factual throughout, but it is clear to me that continuing in this race will involve waging a very divisive and negative campaign, which I am not willing to do.”",Tammy Murphy is suspending New Jersey Senate campaign,,
1876,"“And with Donald Trump on the ballot and so much at stake for our nation, I will not in good conscience waste resources tearing down a fellow Democrat,” she added.",Tammy Murphy is suspending New Jersey Senate campaign,,
1877,Murphy’s decision comes just days before a judge was expected to rule on a lawsuit aimed at kneecapping local bigwigs’ influence over party primaries and the nominating process.,Tammy Murphy is suspending New Jersey Senate campaign,,
1878,"Democratic Rep. Andy Kim, who’s vying for the Senate seat, had asked the court for a preliminary injunction banishing the so-called party line – a ballot structure that allows county leaders to give preferential placement to their endorsed primary hopefuls – ahead of the June 4 primary.",Tammy Murphy is suspending New Jersey Senate campaign,,
1879,"But the judge in the case was concerned, and the defendants had argued, that the time frame was too tight to make such a change.",Tammy Murphy is suspending New Jersey Senate campaign,,
1880,"With Murphy dropping out, however, the urgency to address the primary ballot design is gone – meaning “the line” could be in place for the coming primary election.",Tammy Murphy is suspending New Jersey Senate campaign,,
1881,"“We will continue our efforts to strengthen our democracy in New Jersey while we come together to stand up against the dangerous agenda pushed by Trump,” Kim said in a statement Sunday, suggesting the lawsuit would continue.",Tammy Murphy is suspending New Jersey Senate campaign,,
1882,"The congressman praised Murphy as “a voice for progress and public service in our state,” adding, “I respect her decision to carry on that work as First Lady.”

Advocates of changing the party-line system raised questions about Murphy’s decision.",Tammy Murphy is suspending New Jersey Senate campaign,,
1883,"“This sudden change of heart on the part of Tammy Murphy, on the eve of the ruling of Judge (Zahid) Quraishi on the controversial New Jersey county line, seems more than suspicious,” Yael Niv, president of the Good Government Coalition of New Jersey, said in a text message.",Tammy Murphy is suspending New Jersey Senate campaign,,
1884,“The Good Government Coalition of New Jersey – and the whole grassroots community that has been fighting the line for years – wonder if this announcement is not a last ditch effort to save the county line.,Tammy Murphy is suspending New Jersey Senate campaign,,
1885,This just feels very Jersey.,Tammy Murphy is suspending New Jersey Senate campaign,,
1886,"It seems like the party machine that was propping up the First Lady has asked her to take one for the team,” Niv added.",Tammy Murphy is suspending New Jersey Senate campaign,,
1887,"Ezra Levin – the co-founder and co-executive director of Indivisible, which has backed Kim – dismissed criticism that the congressman’s campaign is focused only on the ballot system.",Tammy Murphy is suspending New Jersey Senate campaign,,
1888,"(Murphy said in her Sunday video, “Instead of talking about process and politics, my campaign has been about solutions for families and a vision for the next generation.”)",Tammy Murphy is suspending New Jersey Senate campaign,,
1889,“Andy Kim’s campaign wasn’t focused on ‘process.’,Tammy Murphy is suspending New Jersey Senate campaign,,
1890,It was focused on democracy.,Tammy Murphy is suspending New Jersey Senate campaign,,
1891,Democracy matters to voters.,Tammy Murphy is suspending New Jersey Senate campaign,,
1892,"Democrats across the country should take note,” Levin said.",Tammy Murphy is suspending New Jersey Senate campaign,,
1893,“Andy Kim is now on track to become a unique voice in the Senate.”,Tammy Murphy is suspending New Jersey Senate campaign,,
1894,"Murphy, the wife of two-term Gov. Phil Murphy, entered the Democratic primary in November as a first-time candidate with previous associations with GOP politics.",Tammy Murphy is suspending New Jersey Senate campaign,,
1895,"Her early endorsements in the primary, however, suggested she might get a plum spot on the ballot – and a potentially decisive advantage over Kim.",Tammy Murphy is suspending New Jersey Senate campaign,,
1896,"Under the party line system, party-backed candidates for a variety of offices appear in a single, prominent column on the ballot, whereas those who do not receive a place on “the line” are scattered across the ballot.",Tammy Murphy is suspending New Jersey Senate campaign,,
1897,"Donald Trump’s election in 2016, and the resulting grassroots progressive activism, helped accelerate resistance to the party-line system, but it took off in a major way once the Murphy-Kim primary started brewing.",Tammy Murphy is suspending New Jersey Senate campaign,,
1898,"Menendez, who is facing bribery and obstruction of justice charges, announced Thursday that he would not run for reelection in the Democratic primary but again left open the possibility of an independent bid this summer.",Tammy Murphy is suspending New Jersey Senate campaign,,
1899,The senator has forcefully denied the charges against him and has said that he will prove his innocence while claiming that he is being persecuted by prosecutors.,Tammy Murphy is suspending New Jersey Senate campaign,,
1900,This story and headline have been updated.,Tammy Murphy is suspending New Jersey Senate campaign,,
1901,"Jersey City, New Jersey CNN —

The end of the line could be near for New Jersey’s almighty political machine.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1902,A federal judge in Trenton is poised to rule as early as this week on a lawsuit aimed at kneecapping local bigwigs’ influence over party primaries and the nominating process.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1903,"First lady Tammy Murphy’s suspension of her campaign on Sunday, however, has raised questions about the urgency of a decision ahead of the June 4 primary.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1904,Democratic Senate candidate Andy Kim is asking the court for a preliminary injunction banishing the so-called party line – a ballot structure that allows county leaders to give preferential placement to their endorsed primary hopefuls.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1905,"A ruling in the South Jersey congressman’s favor, though applicable only to the June primary, would – with the state’s off-year elections on the horizon – accelerate the unraveling of a system that has for decades allowed heavy-handed party bosses to dominate the makeup and character of New Jersey politics.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1906,The fight for transparency and election fairness in the Garden State goes back more than a century.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1907,"After some significant early wins for reformers, the balance of power shifted back to the machine over the course of the 20th century.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1908,"By the time Donald Trump, the tabloid-star-turned-politician, came along in 2015, the system appeared to be hardened in its favor.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1909,"But Trump’s ascent to the presidency, even in a state that he lost by more than half a million votes in 2016, triggered a grassroots revolt that eventually put the “party line” in the crosshairs of good government advocates.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1910,"The “pro-democracy” agenda embraced by President Joe Biden and national Democrats after the January 6, 2021, riot at the US Capitol brought the issue further into the mainstream.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1911,"Kim’s lawsuit, nearly a carbon copy of one originally filed three years ago, had attracted national attention because of his primary against Murphy.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1912,"The wife of two-term Gov. Phil Murphy ended her campaign Sunday, citing her unwillingness to “waste resources tearing down a fellow Democrat.”","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1913,"Kim, among others, is vying to replace Sen. Bob Menendez, the longtime Democratic incumbent now facing a thick and colorful assortment of corruption charges that could land him in prison for years.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1914,Menendez announced Thursday that he would not run for reelection in the Democratic primary but again left open the possibility of an independent bid this summer.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1915,"Murphy’s entrance in the primary in November, about two months after Kim, was greeted with a flood of endorsements, several of which either guaranteed or strongly suggested she would be given a plum spot on the primary ballot – and a potentially decisive advantage over Kim before the campaign had begun in earnest.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1916,"New Jersey Rep. Andy Kim greets supporters outside the Bergen County Democratic convention in Paramus on March 4, 2024.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1917,"Seth Wenig/AP

The tipping point

Murphy’s decision to seek the seat, and the speed with which local pooh-bahs lined up behind her, triggered what could be a generational realignment in a state historically dominated by powerful party bosses in the way that many Americans associate with a bygone era – recalling New York’s Tammany Hall of the mid-19th century.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1918,"Those structures largely came apart elsewhere over the past few decades, but New Jersey Democratic leaders have retained their unique influence thanks in large part to “the line,” a shorthand for the prized ballot real estate controlled by county party officials, many of whom are themselves unelected.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1919,"The practice places the names of party-backed candidates for a variety of offices in a single, prominent column.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1920,"Those who do not receive a place on “the line” are scattered across the ballot, marooned in what is often referred to as “Ballot Siberia.”","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1921,"Reform advocates and progressive Democratic groups operating outside the good graces of entrenched leadership have long railed against the practice, calling it anti-democratic and tantamount to voter suppression.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1922,"For decades, though, “the line” existed without a serious challenge.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1923,"The risks for dissenters was too high and, by its nature, the process successfully froze out critics who might want to run for office and seek change from within.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1924,The broader chilling effect largely zeroed out criticism even among minor players.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1925,"Tammy Murphy supporters gather in Long Branch, New Jersey, on February 10, 2024.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1926,Olivia Liu/Asbury Park Press/USA Today Network,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1927,But the explosion of grassroots liberal engagement following Trump’s election – a shock to the system that ignited a wave of new interest that echoed the post-Watergate push for good government laws – emboldened “line” opponents.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1928,"Frustrated, anxious and angry, the Democratic grassroots across the country revolted at every level of government, mixing intense lobbying of federal lawmakers with a surge in outsider candidacies for down-ballot offices.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1929,"Groups such as Indivisible, with its hyper-engaged local chapters – many stocked with middle-aged, upper-middle-class, first-time political activists – began to question everything from party strategy to the arcane institutional processes that had operated for so long with a minimum of oversight.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1930,"“The fight against the county line and the political machines really goes back to the election of Trump, when it picked up serious speed,” said Rutgers professor Julia Sass Rubin, who testified in Kim’s lawsuit and has conducted extensive research on the line’s outsize influence.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1931,"“There were a number of grassroots organizations that formed, we saw this nationally, especially started by women.”","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1932,"But Rubin said it was not until Murphy announced her Senate run, and immediately received broad backing from New Jersey Democratic leaders, that the issue exploded.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1933,“The Tammy Murphy-Andy Kim race has put (the issue) on steroids.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1934,"It has really amplified general public awareness, which was building.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1935,"But it was building among the aware, kind of progressive grassroots,” Rubin said.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1936,“This brought it into the mainstream in a big way.”,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1937,"Following Trump’s election, rank-and-file liberals in New Jersey – like many other largely Democratic states – rushed to enmesh themselves in local politics.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1938,But their ambitions were mostly thwarted.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1939,"Though New Jersey Democrats picked up US House seats in the 2018 midterms, the state seemed immune to an explosion of political insurgencies, typified not only by the rise of “The Squad” but also the ascent of younger female and minority candidates who sought to wrest power from what they viewed as an indifferent, self-serving establishment.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1940,"“The (Democratic newcomers) thought they were on the right team here and thought because they were Democrats, they had the ability to stand up and say proudly that they’re the party for democracy, especially in light of Trump being president,” said longtime progressive activist Sue Altman, a Democratic candidate for the state’s 7th Congressional District.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1941,"But that initial optimism was blunted when “they found out that at the local level or the city level or the county level or the state legislative level, that their own beloved Democrats were not practicing ‘little d’ democracy,” Altman said.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1942,"‘The line’ as ballast against the liberal grassroots

The complications facing would-be reformers in New Jersey were initially underscored by the state party’s lack of political turmoil.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1943,"Though hardly a machine choice, wealthy former Goldman Sachs executive and Democratic National Committee finance chair Phil Murphy won the governor’s office in 2017.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1944,"Over the next few years, as political insurgents like Alexandria Ocasio-Cortez, across the river in New York, and Cori Bush in Missouri unseated longtime Democratic incumbents in races up and down the ballot, progressive groups largely bypassed New Jersey.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1945,The state’s expensive media market and the bureaucratic barriers facing outsider campaigns made it an unwise place to spend precious resources.,"How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1946,"“It is extremely difficult to engage in any kind of competitive primaries in New Jersey because at the end of the day, the winners are likely going to be chosen by the establishment,” said Ezra Levin, the co-founder and co-executive director of Indivisible.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1947,"Indivisible does not, like more confrontational groups including Justice Democrats, typically get involved in fraught primary fights.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1948,"Their membership, Levin said, is engaged on multiple policy fronts, from health care to immigration, “but the very top issue that they care about is democracy itself – this feeling that it was under threat and this sense that the Democratic Party when Trump got elected was not equipped to take on that threat.”","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1949,"Levin said that for Indivisible groups, the battle in New Jersey over “the line” has not been about a preference between Kim or Murphy, though the organization endorsed Kim.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
1950,"“When I’m talking to our advocates, I will always say that the enemy isn’t MAGA, the enemy is cynicism and nihilism and fatalism,” Levin said.","How Donald Trump, Joe Biden and grassroots liberals could upend Democratic politics in one of the country’s bluest states",,
